id,priority,level,file,index,word,wordType,article,articleStatus,plural,pluralStatus,flags,reviewerPrompt,meaningVi,meaningDe,exampleSentence1,reviewerVerdict,reviewerNotes
"content/c1/vocabulary/01-gesellschaftskritik-diskurs.json#words[26]","P3","C1","content/c1/vocabulary/01-gesellschaftskritik-diskurs.json","26","prangern (an)","VERB","","","","","example_lexeme_presence_needs_review","Check that examples clearly demonstrate the target lexeme or an acceptable inflected form.","tố cáo, lên án, chỉ trích công khai","Etwas öffentlich und scharf kritisieren","Die Menschenrechtsorganisation prangert die Verletzung der Bürgerrechte in mehreren Ländern an.","",""
"content/c1/vocabulary/03-bioethik-gentechnik.json#words[21]","P3","C1","content/c1/vocabulary/03-bioethik-gentechnik.json","21","implizieren","VERB","","","","","example_lexeme_presence_needs_review","Check that examples clearly demonstrate the target lexeme or an acceptable inflected form.","ngụ ý, hàm ý","etwas indirekt ausdrücken oder als logische Folge beinhalten","Die Möglichkeit, genetische Defekte zu korrigieren, impliziert die Notwendigkeit einer klaren ethischen Richtlinie.","",""
"content/c1/vocabulary/03-bioethik-gentechnik.json#words[24]","P3","C1","content/c1/vocabulary/03-bioethik-gentechnik.json","24","verankern","VERB","","","","","example_lexeme_presence_needs_review","Check that examples clearly demonstrate the target lexeme or an acceptable inflected form.","neo giữ, cố định, thiết lập vững chắc","etwas fest in einem System oder Gesetz etablieren","Ethische Prinzipien sollten fest in der Gesetzgebung verankert sein, um den Missbrauch neuer Technologien zu verhindern.","",""
"content/c1/vocabulary/04-urbanisierung-raumplanung.json#words[20]","P3","C1","content/c1/vocabulary/04-urbanisierung-raumplanung.json","20","erschließen","VERB","","","","","example_lexeme_presence_needs_review","Check that examples clearly demonstrate the target lexeme or an acceptable inflected form.","khai thác, mở đường (cho khu vực)","Ein Gebiet für die Nutzung zugänglich machen, z. B. durch Straßenbau","Neue Wohngebiete müssen durch den Bau von Straßen, Leitungen und Anschlüssen erschlossen werden, bevor sie bebaut werden können.","",""
"content/c1/vocabulary/04-urbanisierung-raumplanung.json#words[23]","P3","C1","content/c1/vocabulary/04-urbanisierung-raumplanung.json","23","entgegenwirken","VERB","","","","","example_lexeme_presence_needs_review","Check that examples clearly demonstrate the target lexeme or an acceptable inflected form.","chống lại, ngăn chặn","Maßnahmen ergreifen, um eine negative Entwicklung zu bremsen oder zu verhindern","Die Stadtverwaltung ergreift Maßnahmen, um der fortschreitenden Verödung der Innenstadt entgegenzuwirken und neue Impulse zu setzen.","",""
"content/c1/vocabulary/04-urbanisierung-raumplanung.json#words[24]","P3","C1","content/c1/vocabulary/04-urbanisierung-raumplanung.json","24","sanieren","VERB","","","","","example_lexeme_presence_needs_review","Check that examples clearly demonstrate the target lexeme or an acceptable inflected form.","cải tạo, phục hồi, sửa chữa lớn","Ein Gebäude grundlegend reparieren oder modernisieren","Historische Gebäude im Stadtkern sollen denkmalgerecht saniert werden, um ihren ursprünglichen Charakter zu bewahren.","",""
"content/c1/vocabulary/04-urbanisierung-raumplanung.json#words[25]","P3","C1","content/c1/vocabulary/04-urbanisierung-raumplanung.json","25","aufwerten","VERB","","","","","example_lexeme_presence_needs_review","Check that examples clearly demonstrate the target lexeme or an acceptable inflected form.","nâng cấp, làm tăng giá trị","Den Wert oder die Qualität von etwas steigern","Durch die Neugestaltung des öffentlichen Raums versucht die Stadt, das Quartier visuell und funktional aufzuwerten.","",""
"content/c1/vocabulary/04-urbanisierung-raumplanung.json#words[9]","P3","C1","content/c1/vocabulary/04-urbanisierung-raumplanung.json","9","demografischer Wandel","NOMEN","MASKULIN","","-","duden_compound_headword_singular_only_needs_native_signoff","example_lexeme_presence_needs_review","Check that examples clearly demonstrate the target lexeme or an acceptable inflected form.","sự biến đổi dân số","Die langfristige Veränderung der Struktur und Zusammensetzung einer Bevölkerung, etwa durch Alterung oder Migration","Der demografische Wandel mit einer alternden Gesellschaft und sinkenden Geburtenraten beeinflusst maßgeblich die Anforderungen an Wohnraum und soziale Infrastruktur.","",""
"content/c1/vocabulary/05-klimapolitik-nachhaltigkeit.json#words[19]","P3","C1","content/c1/vocabulary/05-klimapolitik-nachhaltigkeit.json","19","eindämmen","VERB","","","","","example_lexeme_presence_needs_review","Check that examples clearly demonstrate the target lexeme or an acceptable inflected form.","ngăn chặn, kiềm chế","Etwas unter Kontrolle bringen oder die Ausbreitung verhindern.","Internationale Anstrengungen sind unerlässlich, um die Erderwärmung wirksam einzudämmen und ihre katastrophalen Folgen abzuwenden.","",""
"content/c1/vocabulary/05-klimapolitik-nachhaltigkeit.json#words[22]","P3","C1","content/c1/vocabulary/05-klimapolitik-nachhaltigkeit.json","22","verankern","VERB","","","","","example_lexeme_presence_needs_review","Check that examples clearly demonstrate the target lexeme or an acceptable inflected form.","neo giữ, ghi nhận (trong luật)","Etwas fest in einem Gesetz oder einer Regelung festschreiben.","Das Recht auf eine gesunde Umwelt sollte in der Verfassung verankert werden, um zukünftige Generationen zu schützen.","",""
"content/c1/vocabulary/07-wirtschaftstheorie-globalisierung.json#words[21]","P3","C1","content/c1/vocabulary/07-wirtschaftstheorie-globalisierung.json","21","proklamieren","VERB","","","","","example_lexeme_presence_needs_review","Check that examples clearly demonstrate the target lexeme or an acceptable inflected form.","tuyên bố, công bố","Etwas öffentlich und offiziell bekannt geben","Der Präsident proklamierte die Notwendigkeit einer neuen globalen Wirtschaftsordnung, die gerechter sei.","",""
"content/c1/vocabulary/07-wirtschaftstheorie-globalisierung.json#words[26]","P3","C1","content/c1/vocabulary/07-wirtschaftstheorie-globalisierung.json","26","befeueren","VERB","","","","","example_lexeme_presence_needs_review","Check that examples clearly demonstrate the target lexeme or an acceptable inflected form.","thúc đẩy, kích thích (theo nghĩa tiêu cực hoặc tích cực)","Etwas verstärken oder beschleunigen","Die lockere Geldpolitik könnte die Inflation befeuern und die Kaufkraft der Bürger mindern.","",""
"content/c1/vocabulary/09-forschungsmethodik-akademie.json#words[24]","P3","C1","content/c1/vocabulary/09-forschungsmethodik-akademie.json","24","postulieren","VERB","","","","","example_lexeme_presence_needs_review","Check that examples clearly demonstrate the target lexeme or an acceptable inflected form.","đặt ra tiên đề, giả định","Etwas als Grundannahme aufstellen.","Einstein postulierte die Konstanz der Lichtgeschwindigkeit, was eine Revolution in der Physik auslöste.","",""
"content/c1/vocabulary/11-literaturkritik-textanalyse.json#words[19]","P3","C1","content/c1/vocabulary/11-literaturkritik-textanalyse.json","19","rezipieren","VERB","","","","","example_lexeme_presence_needs_review","Check that examples clearly demonstrate the target lexeme or an acceptable inflected form.","tiếp nhận, lĩnh hội","Ein Werk aufnehmen und es geistig verarbeiten.","Der Autor hoffte, dass sein komplexes Werk von einem breiten Publikum rezipiert werden würde, auch wenn es anspruchsvoll war.","",""
"content/c1/vocabulary/12-medientheorie-propaganda.json#words[18]","P3","C1","content/c1/vocabulary/12-medientheorie-propaganda.json","18","manipulieren","VERB","","","","","example_lexeme_presence_needs_review","Check that examples clearly demonstrate the target lexeme or an acceptable inflected form.","thao túng, điều khiển","Jemanden geschickt beeinflussen, um ein bestimmtes Ziel zu erreichen","Die Daten wurden bewusst manipuliert, um ein gewünschtes Ergebnis vorzutäuschen und die Öffentlichkeit zu täuschen.","",""
"content/c1/vocabulary/13-kultursoziologie-identitaet.json#words[16]","P3","C1","content/c1/vocabulary/13-kultursoziologie-identitaet.json","16","Identitätsentwurf","NOMEN","MASKULIN","","die Identitätsentwürfe","","example_lexeme_presence_needs_review","Check that examples clearly demonstrate the target lexeme or an acceptable inflected form.","phác thảo/khái niệm về bản sắc","ein Konzept oder eine Vorstellung von der eigenen Identität","Jugendliche experimentieren oft mit verschiedenen Identitätsentwürfen, um ihren Platz in der Welt zu finden.","",""
"content/c1/vocabulary/13-kultursoziologie-identitaet.json#words[19]","P3","C1","content/c1/vocabulary/13-kultursoziologie-identitaet.json","19","konstruieren","VERB","","","","","example_lexeme_presence_needs_review","Check that examples clearly demonstrate the target lexeme or an acceptable inflected form.","kiến tạo, xây dựng (xã hội, văn hóa)","etwas (oft eine soziale Realität oder Theorie) durch gezielte Zusammenfügung von Elementen erschaffen","Geschlechterrollen werden in vielen Kulturen als sozial konstruiert und nicht als biologisch determiniert angesehen.","",""
"content/c1/vocabulary/13-kultursoziologie-identitaet.json#words[26]","P3","C1","content/c1/vocabulary/13-kultursoziologie-identitaet.json","26","verorten","VERB","","","","","example_lexeme_presence_needs_review","Check that examples clearly demonstrate the target lexeme or an acceptable inflected form.","định vị, đặt vào bối cảnh","In einen bestimmten Kontext einordnen","Die eigene Identität lässt sich oft nicht eindeutig einer einzelnen Kategorie zuordnen, sondern muss in einem komplexen Geflecht verortet werden.","",""
"content/c1/vocabulary/15-neurowissenschaft-bewusstsein.json#words[13]","P3","C1","content/c1/vocabulary/15-neurowissenschaft-bewusstsein.json","13","phänomenales Bewusstsein","NOMEN","NEUTRUM","","die phänomenalen Bewusstseine","","example_lexeme_presence_needs_review","Check that examples clearly demonstrate the target lexeme or an acceptable inflected form.","ý thức hiện tượng (trải nghiệm chủ quan về thế giới)","Die subjektive Qualität des Erlebens, also die Art und Weise, wie sich eine Empfindung für das Individuum anfühlt.","Das phänomenale Bewusstsein umfasst die subjektive Qualität von Empfindungen, wie das Rotsehen oder das Schmecken von Schokolade.","",""
"content/c1/vocabulary/15-neurowissenschaft-bewusstsein.json#words[18]","P3","C1","content/c1/vocabulary/15-neurowissenschaft-bewusstsein.json","18","wahrnehmen","VERB","","","","","example_lexeme_presence_needs_review","Check that examples clearly demonstrate the target lexeme or an acceptable inflected form.","tri giác, nhận thức, cảm nhận","Etwas mit den Sinnen bemerken oder registrieren.","Es ist entscheidend, subtile Veränderungen in der Umgebung präzise wahrzunehmen, um angemessen reagieren zu können.","",""
"content/c1/vocabulary/15-neurowissenschaft-bewusstsein.json#words[25]","P3","C1","content/c1/vocabulary/15-neurowissenschaft-bewusstsein.json","25","abrufen","VERB","","","","","example_lexeme_presence_needs_review","Check that examples clearly demonstrate the target lexeme or an acceptable inflected form.","truy xuất (thông tin, ký ức), gọi ra","Gespeicherte Informationen aus dem Gedächtnis wieder hervorholen.","Das Langzeitgedächtnis ermöglicht es uns, Informationen auch nach langer Zeit noch zuverlässig abzurufen.","",""
"content/c1/vocabulary/15-neurowissenschaft-bewusstsein.json#words[26]","P3","C1","content/c1/vocabulary/15-neurowissenschaft-bewusstsein.json","26","verschalten","VERB","","","","","example_lexeme_presence_needs_review","Check that examples clearly demonstrate the target lexeme or an acceptable inflected form.","đấu nối, kết nối điện/thần kinh","Zwei oder mehr Komponenten so verbinden, dass ein Signal fließen kann.","Fehlgeleitete neuronale Verschaltungen im Gehirn können die Ursache für bestimmte neurologische Störungen sein.","",""
"content/c1/vocabulary/16-datenschutz-digitalethik.json#words[20]","P3","C1","content/c1/vocabulary/16-datenschutz-digitalethik.json","20","anonymisieren","VERB","","","","","example_lexeme_presence_needs_review","Check that examples clearly demonstrate the target lexeme or an acceptable inflected form.","ẩn danh hóa","Daten so verändern, dass sie keiner Person mehr zugeordnet werden können.","Vor der Weitergabe an Forschungseinrichtungen sollten Datensätze umfassend anonymisiert werden, um Rückschlüsse auf Einzelpersonen zu vermeiden.","",""
"content/c1/vocabulary/16-datenschutz-digitalethik.json#words[24]","P3","C1","content/c1/vocabulary/16-datenschutz-digitalethik.json","24","verankern","VERB","","","","","example_lexeme_presence_needs_review","Check that examples clearly demonstrate the target lexeme or an acceptable inflected form.","neo giữ, củng cố, ghi sâu","Etwas fest in einem Gesetz oder einem System etablieren.","Das Recht auf Datenschutz sollte stärker in den Verfassungen der Mitgliedstaaten verankert werden.","",""
"content/c1/vocabulary/16-datenschutz-digitalethik.json#words[9]","P3","C1","content/c1/vocabulary/16-datenschutz-digitalethik.json","9","digitaler Fußabdruck","NOMEN","MASKULIN","","die digitale Fußabdrücke","","example_lexeme_presence_needs_review","Check that examples clearly demonstrate the target lexeme or an acceptable inflected form.","dấu chân số","Die Gesamtheit aller Spuren, die eine Person bei der Nutzung des Internets hinterlässt.","Jeder Klick und jede Interaktion im Netz hinterlässt einen digitalen Fußabdruck, der Rückschlüsse auf das Verhalten zulässt.","",""
"content/c1/vocabulary/17-verfassungsrecht-staatstheorie.json#words[26]","P3","C1","content/c1/vocabulary/17-verfassungsrecht-staatstheorie.json","26","suspendieren","VERB","","","","","example_lexeme_presence_needs_review","Check that examples clearly demonstrate the target lexeme or an acceptable inflected form.","đình chỉ, tạm ngừng","Jemanden vorübergehend von seinen Aufgaben entheben oder eine Regel vorerst außer Kraft setzen.","Bei schwerwiegenden Pflichtverletzungen kann ein Beamter vorläufig vom Dienst suspendiert werden.","",""
"content/c1/vocabulary/18-finanzmaerkte-regulierung.json#words[18]","P3","C1","content/c1/vocabulary/18-finanzmaerkte-regulierung.json","18","aufsichtsführen","VERB","","","","","example_lexeme_presence_needs_review","Check that examples clearly demonstrate the target lexeme or an acceptable inflected form.","giám sát, trông coi","etwas überwachen und kontrollieren, um Ordnung zu gewährleisten","Die Europäische Zentralbank ist befugt, über die größten Banken der Eurozone direkt aufsichtszuführen, um systemische Risiken zu minimieren.","",""
"content/c1/vocabulary/18-finanzmaerkte-regulierung.json#words[27]","P3","C1","content/c1/vocabulary/18-finanzmaerkte-regulierung.json","27","verbriefen","VERB","","","","","example_lexeme_presence_needs_review","Check that examples clearly demonstrate the target lexeme or an acceptable inflected form.","chứng khoán hóa","etwas in Wertpapiere umwandeln, um es handelbar zu machen","Hypothekendarlehen werden häufig verbrieft und als Wertpapiere an Investoren verkauft, was den Banken neue Liquidität verschafft.","",""
"content/c1/vocabulary/19-verkehrswende-infrastruktur.json#words[18]","P3","C1","content/c1/vocabulary/19-verkehrswende-infrastruktur.json","18","vorantreiben","VERB","","","","","example_lexeme_presence_needs_review","Check that examples clearly demonstrate the target lexeme or an acceptable inflected form.","thúc đẩy, đẩy mạnh","einen Prozess oder eine Entwicklung durch gezielte Maßnahmen beschleunigen.","Die Regierung ist bestrebt, die Digitalisierung der Verwaltung mit Hochdruck voranzutreiben.","",""
"content/c1/vocabulary/19-verkehrswende-infrastruktur.json#words[20]","P3","C1","content/c1/vocabulary/19-verkehrswende-infrastruktur.json","20","subventionieren","VERB","","","","","example_lexeme_presence_needs_review","Check that examples clearly demonstrate the target lexeme or an acceptable inflected form.","trợ cấp","finanzielle Unterstützung durch den Staat geben","Der Staat subventioniert den öffentlichen Nahverkehr, um die Fahrpreise erschwinglich zu halten.","",""
"content/c1/vocabulary/20-energiepolitik-ressourcen.json#words[18]","P3","C1","content/c1/vocabulary/20-energiepolitik-ressourcen.json","18","etwas dekarbonisieren","VERB","","","","","example_lexeme_presence_needs_review","Check that examples clearly demonstrate the target lexeme or an acceptable inflected form.","khử cacbon (một cái gì đó)","Den Anteil an Kohlenstoff oder CO2-Emissionen in einem Prozess reduzieren.","Es ist eine immense Aufgabe, die gesamte Industrie zu dekarbonisieren, ohne die Wettbewerbsfähigkeit auf dem Weltmarkt zu gefährden.","",""
"content/c1/vocabulary/20-energiepolitik-ressourcen.json#words[19]","P3","C1","content/c1/vocabulary/20-energiepolitik-ressourcen.json","19","etwas subventionieren","VERB","","","","","example_lexeme_presence_needs_review","Check that examples clearly demonstrate the target lexeme or an acceptable inflected form.","trợ cấp (cho cái gì đó)","Einem Projekt oder einer Branche finanzielle Hilfe vom Staat gewähren.","Um den Umstieg auf umweltfreundliche Technologien zu fördern, werden diese von der Regierung stark subventioniert.","",""
"content/c1/vocabulary/20-energiepolitik-ressourcen.json#words[20]","P3","C1","content/c1/vocabulary/20-energiepolitik-ressourcen.json","20","etwas substituieren","VERB","","","","","example_lexeme_presence_needs_review","Check that examples clearly demonstrate the target lexeme or an acceptable inflected form.","thay thế (cái gì đó)","Ein Element oder eine Substanz durch ein anderes mit einer ähnlichen Funktion oder Wirkung austauschen.","Alte, ineffiziente Heizsysteme sollen durch moderne, energieeffiziente Alternativen substituiert werden, um den Verbrauch zu senken.","",""
"content/c1/vocabulary/20-energiepolitik-ressourcen.json#words[21]","P3","C1","content/c1/vocabulary/20-energiepolitik-ressourcen.json","21","etwas konsolidieren","VERB","","","","","example_lexeme_presence_needs_review","Check that examples clearly demonstrate the target lexeme or an acceptable inflected form.","củng cố, hợp nhất","Eine instabile Lage durch gezielte Maßnahmen stabilisieren oder verschiedene Einzelteile zu einer starken Einheit vereinen.","Die Bemühungen zur Sicherung der Energieversorgung müssen konsolidiert werden, um langfristige Stabilität zu gewährleisten.","",""
"content/c1/vocabulary/20-energiepolitik-ressourcen.json#words[22]","P3","C1","content/c1/vocabulary/20-energiepolitik-ressourcen.json","22","etwas verknappen","VERB","","","","","example_lexeme_presence_needs_review","Check that examples clearly demonstrate the target lexeme or an acceptable inflected form.","làm cho khan hiếm, làm cạn kiệt","Die Menge einer Sache reduzieren, sodass sie schwerer verfügbar wird.","Naturkatastrophen können die Verfügbarkeit von Rohstoffen drastisch verknappen und somit Preise in die Höhe treiben.","",""
"content/c1/vocabulary/20-energiepolitik-ressourcen.json#words[23]","P3","C1","content/c1/vocabulary/20-energiepolitik-ressourcen.json","23","etwas divergieren","VERB","","","","","example_lexeme_presence_needs_review","Check that examples clearly demonstrate the target lexeme or an acceptable inflected form.","phân kỳ, khác biệt","In verschiedene Richtungen verlaufen oder sich stark voneinander unterscheiden.","Die Meinungen über die optimale Strategie zur Bewältigung der Energiekrise divergieren stark zwischen den politischen Parteien.","",""
"content/c1/vocabulary/20-energiepolitik-ressourcen.json#words[24]","P3","C1","content/c1/vocabulary/20-energiepolitik-ressourcen.json","24","etwas evaluieren","VERB","","","","","example_lexeme_presence_needs_review","Check that examples clearly demonstrate the target lexeme or an acceptable inflected form.","đánh giá, thẩm định","Den Wert oder die Qualität einer Sache anhand festgelegter Kriterien systematisch analysieren.","Die Wirksamkeit der eingeführten Maßnahmen zur Energieeinsparung muss regelmäßig evaluiert werden, um Anpassungen vorzunehmen.","",""
"content/c1/vocabulary/20-energiepolitik-ressourcen.json#words[26]","P3","C1","content/c1/vocabulary/20-energiepolitik-ressourcen.json","26","etwas optimieren","VERB","","","","","example_lexeme_presence_needs_review","Check that examples clearly demonstrate the target lexeme or an acceptable inflected form.","tối ưu hóa (cái gì đó)","Etwas so verbessern, dass es das bestmögliche Ergebnis liefert.","Um den Energieverbrauch zu senken, müssen die Produktionsprozesse kontinuierlich optimiert werden.","",""
"content/c1/vocabulary/21-voelkerrecht-souveraenitaet.json#words[19]","P3","C1","content/c1/vocabulary/21-voelkerrecht-souveraenitaet.json","19","proklamieren","VERB","","","","","example_lexeme_presence_needs_review","Check that examples clearly demonstrate the target lexeme or an acceptable inflected form.","Tuyên bố, công bố","Etwas öffentlich und offiziell verkünden.","Die neue Republik proklamierte ihre Unabhängigkeit feierlich vor der Weltöffentlichkeit.","",""
"content/c1/vocabulary/21-voelkerrecht-souveraenitaet.json#words[21]","P3","C1","content/c1/vocabulary/21-voelkerrecht-souveraenitaet.json","21","ratifizieren","VERB","","","","","example_lexeme_presence_needs_review","Check that examples clearly demonstrate the target lexeme or an acceptable inflected form.","Phê chuẩn","Einen Vertrag offiziell bestätigen und gültig machen.","Ein internationaler Vertrag muss von den Mitgliedstaaten ratifiziert werden, um rechtsverbindlich zu werden.","",""
"content/c1/vocabulary/22-verwaltungsrecht-behörden.json#words[21]","P3","C1","content/c1/vocabulary/22-verwaltungsrecht-behörden.json","21","evaluieren","VERB","","","","","example_lexeme_presence_needs_review","Check that examples clearly demonstrate the target lexeme or an acceptable inflected form.","đánh giá, thẩm định","Den Wert oder die Wirksamkeit einer Maßnahme anhand festgelegter Kriterien systematisch analysieren.","Die Wirksamkeit neuer Verwaltungsvorschriften muss regelmäßig evaluiert werden, um ihre Relevanz und Effizienz zu überprüfen.","",""
"content/c1/vocabulary/23-grundrechte-verfassung.json#words[18]","P3","C1","content/c1/vocabulary/23-grundrechte-verfassung.json","18","verankern","VERB","","","","","example_lexeme_presence_needs_review","Check that examples clearly demonstrate the target lexeme or an acceptable inflected form.","neo giữ, ghi nhận (trong hiến pháp)","Etwas fest in einem Gesetz oder einer Verfassung festschreiben.","Die Grundrechte sind in der Verfassung fest verankert und bilden die Basis der Rechtsordnung.","",""
"content/c1/vocabulary/23-grundrechte-verfassung.json#words[23]","P3","C1","content/c1/vocabulary/23-grundrechte-verfassung.json","23","entziehen","VERB","","","","","example_lexeme_presence_needs_review","Check that examples clearly demonstrate the target lexeme or an acceptable inflected form.","tước bỏ, rút lại","Jemandem etwas wegnehmen, das er zuvor hatte.","Einem Bürger darf die Staatsbürgerschaft nicht willkürlich entzogen werden.","",""
"content/c1/vocabulary/23-grundrechte-verfassung.json#words[24]","P3","C1","content/c1/vocabulary/23-grundrechte-verfassung.json","24","überschreiten","VERB","","","","","example_lexeme_presence_needs_review","Check that examples clearly demonstrate the target lexeme or an acceptable inflected form.","vượt quá, lạm quyền","Über eine festgelegte Grenze oder eine zugewiesene Kompetenz hinausgehen.","Ein Verwaltungsakt, der die gesetzlichen Kompetenzen überschreitet, ist rechtswidrig.","",""
"content/c1/vocabulary/23-grundrechte-verfassung.json#words[25]","P3","C1","content/c1/vocabulary/23-grundrechte-verfassung.json","25","kodifizieren","VERB","","","","","example_lexeme_presence_needs_review","Check that examples clearly demonstrate the target lexeme or an acceptable inflected form.","pháp điển hóa","Gesetze in einem systematischen Werk zusammenfassen.","Viele Staaten haben ihre Verfassungen im 20. Jahrhundert kodifiziert, um eine klare Rechtsgrundlage zu schaffen.","",""
"content/c1/vocabulary/23-grundrechte-verfassung.json#words[26]","P3","C1","content/c1/vocabulary/23-grundrechte-verfassung.json","26","konstituieren","VERB","","","","","example_lexeme_presence_needs_review","Check that examples clearly demonstrate the target lexeme or an acceptable inflected form.","thành lập, cấu thành","Etwas offiziell gründen oder bilden.","Die Bürger bilden das Volk, das die Staatsgewalt durch Wahlen und Abstimmungen konstituiert.","",""
"content/c1/vocabulary/24-justizwesen-strafvollzug.json#words[21]","P3","C1","content/c1/vocabulary/24-justizwesen-strafvollzug.json","21","ahnden","VERB","","","","","example_lexeme_presence_needs_review","Check that examples clearly demonstrate the target lexeme or an acceptable inflected form.","Trừng phạt, xử phạt","eine Strafe verhängen, z.B. für eine Verletzung der Gesetze","Schwere Verbrechen müssen konsequent und gerecht geahndet werden, um das Rechtsgefühl der Bevölkerung zu stärken.","",""
"content/c1/vocabulary/25-geldpolitik-zentralbank.json#words[20]","P3","C1","content/c1/vocabulary/25-geldpolitik-zentralbank.json","20","abschöpfen","VERB","","","","","example_lexeme_presence_needs_review","Check that examples clearly demonstrate the target lexeme or an acceptable inflected form.","Hút bớt (thanh khoản), loại bỏ","Einen Teil von etwas, zum Beispiel Geld aus dem Markt, entfernen oder entnehmen.","Um überschüssige Liquidität vom Markt abzuschöpfen, könnte die Zentralbank Wertpapiere verkaufen oder Einlagen annehmen.","",""
"content/c1/vocabulary/25-geldpolitik-zentralbank.json#words[8]","P3","C1","content/c1/vocabulary/25-geldpolitik-zentralbank.json","8","geldpolitischer Ausschuss","NOMEN","MASKULIN","","die geldpolitischen Ausschüsse","","example_lexeme_presence_needs_review","Check that examples clearly demonstrate the target lexeme or an acceptable inflected form.","Ủy ban chính sách tiền tệ","Ein Gremium einer Zentralbank, das über die Ausrichtung der Geldpolitik und die Zinsentwicklung entscheidet.","Der geldpolitische Ausschuss der Zentralbank tagt regelmäßig, um die aktuelle Wirtschaftslage zu bewerten und über Zinsanpassungen zu beraten.","",""
"content/c1/vocabulary/26-handelsabkommen-zoll.json#words[21]","P3","C1","content/c1/vocabulary/26-handelsabkommen-zoll.json","21","subventionieren","VERB","","","","","example_lexeme_presence_needs_review","Check that examples clearly demonstrate the target lexeme or an acceptable inflected form.","trợ cấp","Einem Unternehmen oder einer Branche finanzielle Hilfe vom Staat gewähren.","Die heimische Landwirtschaft wird in vielen Ländern stark subventioniert, um ihre Wettbewerbsfähigkeit zu erhalten.","",""
"content/c1/vocabulary/26-handelsabkommen-zoll.json#words[23]","P3","C1","content/c1/vocabulary/26-handelsabkommen-zoll.json","23","aufheben","VERB","","","","","example_lexeme_presence_needs_review","Check that examples clearly demonstrate the target lexeme or an acceptable inflected form.","bãi bỏ, hủy bỏ","Eine Regel, ein Gesetz oder ein Verbot ungültig machen.","Die Regierung plant, die verbleibenden Zölle auf Industrieprodukte vollständig aufzuheben.","",""
"content/c1/vocabulary/27-konjunktur-wirtschaftskrise.json#words[18]","P3","C1","content/c1/vocabulary/27-konjunktur-wirtschaftskrise.json","18","ankurbeln","VERB","","","","","example_lexeme_presence_needs_review","Check that examples clearly demonstrate the target lexeme or an acceptable inflected form.","kích thích, thúc đẩy","Die Aktivität eines Prozesses, insbesondere der Wirtschaft, durch gezielte Maßnahmen fördern.","Durch Steuersenkungen und Investitionen versucht die Regierung, die schwächelnde Wirtschaft anzukurbeln.","",""
"content/c1/vocabulary/27-konjunktur-wirtschaftskrise.json#words[19]","P3","C1","content/c1/vocabulary/27-konjunktur-wirtschaftskrise.json","19","schrumpfen","VERB","","","","","example_lexeme_presence_needs_review","Check that examples clearly demonstrate the target lexeme or an acceptable inflected form.","thu hẹp, co lại","In seinem Umfang, seiner Größe oder seinem Wert kontinuierlich abnehmen.","Das Bruttoinlandsprodukt ist im letzten Quartal um 0,5 Prozent geschrumpft, was Besorgnis über eine bevorstehende Rezession auslöst.","",""
"content/c1/vocabulary/28-steuerpolitik-haushalt.json#words[24]","P3","C1","content/c1/vocabulary/28-steuerpolitik-haushalt.json","24","eindämmen","VERB","","","","","example_lexeme_presence_needs_review","Check that examples clearly demonstrate the target lexeme or an acceptable inflected form.","Kiềm chế, ngăn chặn","Etwas Negatives begrenzen oder unter Kontrolle bringen","Die Zentralbank ergriff drastische Maßnahmen, um die Inflation einzudämmen und die Kaufkraft der Währung zu erhalten.","",""
"content/c1/vocabulary/29-quantenphysik-grundlagen.json#words[21]","P3","C1","content/c1/vocabulary/29-quantenphysik-grundlagen.json","21","postulieren","VERB","","","","","example_lexeme_presence_needs_review","Check that examples clearly demonstrate the target lexeme or an acceptable inflected form.","Đề xuất, giả định","eine Aussage oder These als grundlegend annehmen","Niels Bohr postulierte, dass Elektronen nur auf bestimmten diskreten Bahnen um den Atomkern kreisen können.","",""
"content/c1/vocabulary/30-genetik-evolution.json#words[25]","P3","C1","content/c1/vocabulary/30-genetik-evolution.json","25","aufschlüsseln","VERB","","","","","example_lexeme_presence_needs_review","Check that examples clearly demonstrate the target lexeme or an acceptable inflected form.","Giải mã, làm sáng tỏ","etwas Komplexes in seine Einzelteile zerlegen, um es besser zu verstehen.","Es ist eine große Herausforderung für die Forschung, die komplexen Wechselwirkungen im Genom aufzuschlüsseln.","",""
"content/c1/vocabulary/30-genetik-evolution.json#words[26]","P3","C1","content/c1/vocabulary/30-genetik-evolution.json","26","begünstigen","VERB","","","","","example_lexeme_presence_needs_review","Check that examples clearly demonstrate the target lexeme or an acceptable inflected form.","Ưu ái, tạo điều kiện thuận lợi","die Bedingungen so gestalten, dass etwas leichter möglich ist oder gefördert wird.","Natürliche Selektion begünstigt Merkmale, die die Überlebens- und Reproduktionschancen eines Organismus erhöhen.","",""
"content/c1/vocabulary/31-kuenstliche-intelligenz-ml.json#words[18]","P3","C1","content/c1/vocabulary/31-kuenstliche-intelligenz-ml.json","18","kalibrieren","VERB","","","","","example_lexeme_presence_needs_review","Check that examples clearly demonstrate the target lexeme or an acceptable inflected form.","hiệu chỉnh","Ein Messgerät so einstellen, dass es präzise Werte liefert","Bevor das Sensorsystem in Betrieb genommen wird, muss es sorgfältig kalibriert werden, um genaue Messwerte zu gewährleisten.","",""
