file_path,item_id,level,type,teil,prompt,answer,options,key_evidence,de,vi,de_class,prescreen_flags,selection_reason,verdict,error_dimension,note
"content/b2/reading/B2-T3-005.json","Q3","b2","matching","3","Eine Erzieherin möchte lernen, wie sie Kindern die Natur näherbringen kann.","G","","Anzeige G","Anzeige G passt, weil sie das beschriebene Bedürfnis erfüllt.","Tình huống này khớp với mục G. Bằng chứng trong bài: „Anzeige G“. Yêu cầu trong tình huống được đáp ứng đúng ở mục này.","translate-only","","stratified","","",""
"content/b2/reading/B2-T3-009.json","Q1","b2","matching","3","Die implizite Annahme, dass Ein syrischer Arzt möchte seinen Abschluss in Deutschland anerkennen lassen, liegt dem Beitrag zugrunde:","B","","Anzeige B","Anzeige B passt, weil sie das beschriebene Bedürfnis erfüllt.","Tình huống này khớp với mục B. Bằng chứng trong bài: „Anzeige B“. Yêu cầu trong tình huống được đáp ứng đúng ở mục này.","translate-only","","stratified","","",""
"content/b2/reading/B2-T4-002.json","Q5","b2","ja_nein","4","Aus dem Text lässt sich schließen, dass Die Mehrzahl der Kommentatoren spricht sich fur einen Pflichtdienst aus.","nein","","Die Mehrzahl der Kommentatoren spricht sich fur einen Pflichtdienst aus.","Die Textstelle „Die Mehrzahl der Kommentatoren spricht sich fur einen Pflichtdienst aus.“ belegt die richtige Antwort (nein).","Đáp án: nein (SAI). Nhận định: „Aus dem Text lässt sich schließen, dass Die Mehrzahl der Kommentatoren spricht sich fur einen Pflichtdienst aus.“. Bằng chứng trong bài: „Die Mehrzahl der Kommentatoren spricht sich fur einen Pflichtdienst aus.“. Đối chiếu nhận định với đoạn này trong bài để thấy vì sao.","rewritten","","stratified","","",""
"content/b2/reading/B2-T4-004.json","Q1","b2","ja_nein","4","Sandra Muller sieht im Homeoffice eine Chance fur die Gleichstellung.","ja","","Sandra Muller sieht im Homeoffice eine Chance fur die Gleichstellung.","Die Textstelle „Sandra Muller sieht im Homeoffice eine Chance fur die Gleichstellung.“ belegt die richtige Antwort (ja).","Đáp án: ja (ĐÚNG). Nhận định: „Sandra Muller sieht im Homeoffice eine Chance fur die Gleichstellung.“. Bằng chứng trong bài: „Sandra Muller sieht im Homeoffice eine Chance fur die Gleichstellung.“. Đối chiếu nhận định với đoạn này trong bài để thấy vì sao.","rewritten","","stratified","","",""
"content/b2/reading/B2-T4-006.json","Q1","b2","ja_nein","4","Martina Gross sieht Hausaufgaben als wichtigen Teil des Lernprozesses.","ja","","Martina Gross sieht Hausaufgaben als wichtigen Teil des Lernprozesses.","Die Textstelle „Martina Gross sieht Hausaufgaben als wichtigen Teil des Lernprozesses.“ belegt die richtige Antwort (ja).","Đáp án: ja (ĐÚNG). Nhận định: „Martina Gross sieht Hausaufgaben als wichtigen Teil des Lernprozesses.“. Bằng chứng trong bài: „Martina Gross sieht Hausaufgaben als wichtigen Teil des Lernprozesses.“. Đối chiếu nhận định với đoạn này trong bài để thấy vì sao.","rewritten","","stratified","","",""
"content/b2/reading/B2-T4-010.json","Q4","b2","ja_nein","4","Aus dem Text lässt sich schließen, dass benjamin Koch weist auf die Gefahr grosser Geschwindigkeitsunterschiede hin.","ja","","Benjamin Koch weist auf die Gefahr grosser Geschwindigkeitsunterschiede hin.","Die Textstelle „Benjamin Koch weist auf die Gefahr grosser Geschwindigkeitsunterschiede hin.“ belegt die richtige Antwort (ja).","Đáp án: ja (ĐÚNG). Nhận định: „Aus dem Text lässt sich schließen, dass benjamin Koch weist auf die Gefahr grosser Geschwindigkeitsunterschiede hin.“. Bằng chứng trong bài: „Benjamin Koch weist auf die Gefahr grosser Geschwindigkeitsunterschiede hin.“. Đối chiếu nhận định với đoạn này trong bài để thấy vì sao.","rewritten","","stratified","","",""
"content/b2/reading/B2-T5-004.json","Q1","b2","multiple_choice","5","Was impliziert der Text über Schlussfolgerung über man vor dem Gespräch recherchieren legt der Text nahe?","b","","Ratgeber: Erfolgreich durch das Vorstellungsgespräch","Die Textstelle „Ratgeber: Erfolgreich durch das Vorstellungsgespräch“ belegt die richtige Antwort (b)."," Câu hỏi: „Was impliziert der Text über Schlussfolgerung über man vor dem Gespräch recherchieren legt der Text nahe?“. Phương án đúng (b): „Geschäftsmodell, Projekte und Unternehmenskultur.“. Bằng chứng trong bài: „Ratgeber: Erfolgreich durch das Vorstellungsgespräch“. Các phương án còn lại không khớp với thông tin trong bài.","rewritten","","stratified","","",""
"content/c1/reading/C1-T2-002.json","Q6","c1","multiple_choice","2","Welche Funktion hat ist Swish im Gesamtargument des Textes?","b","","Mit der Bezahl-App Swish, die von den größten schwedischen Banken entwickelt wurde, können Beträge in Echtzeit von einem Konto zum anderen übertrag...","Die Textstelle „Mit der Bezahl-App Swish, die von den größten schwedischen Banken entwickelt wurde, können Beträge in Echtzeit von einem Konto zum anderen übertrag...“ belegt die richtige Antwort (b)."," Câu hỏi: „Welche Funktion hat ist Swish im Gesamtargument des Textes?“. Phương án đúng (b): „Eine Bezahl-App für Echtzeit-Überweisungen.“. Bằng chứng trong bài: „Mit der Bezahl-App Swish, die von den größten schwedischen Banken entwickelt wurde, können Beträge in Echtzeit von einem Konto zum anderen übertrag...“. Các phương án còn lại không khớp với thông tin trong bài.","rewritten","","stratified","","",""
"content/c1/reading/C1-T2-003.json","Q6","c1","multiple_choice","2","Was impliziert die Darstellung von Herausforderung haben Verlage für die Gesamtthese?","b","","Die Dominanz weniger großer Streaming-Plattformen drückt die Margen und gibt den Plattformbetreibern erhebliche Verhandlungsmacht.","Die Textstelle „Die Dominanz weniger großer Streaming-Plattformen drückt die Margen und gibt den Plattformbetreibern erhebliche Verhandlungsmacht.“ belegt die richtige Antwort (b)."," Câu hỏi: „Was impliziert die Darstellung von Herausforderung haben Verlage für die Gesamtthese?“. Phương án đúng (b): „Dominanz großer Streaming-Plattformen drückt die Margen.“. Bằng chứng trong bài: „Die Dominanz weniger großer Streaming-Plattformen drückt die Margen und gibt den Plattformbetreibern erhebliche Verhandlungsmacht.“. Các phương án còn lại không khớp với thông tin trong bài.","rewritten","","stratified","","",""
"content/c1/reading/C1-T2-006.json","Q2","c1","multiple_choice","2","Welche Gegenposition zu Vorurteil betrifft den Peer-Review-Prozess wird im Text nicht berücksichtigt?","b","","Renommierte Autoren und Forscher prestigeträchtiger Institutionen werden tendenziell milder bewertet, während Einreichungen unbekannter Autoren ode...","Die Textstelle „Renommierte Autoren und Forscher prestigeträchtiger Institutionen werden tendenziell milder bewertet, während Einreichungen unbekannter Autoren ode...“ belegt die richtige Antwort (b)."," Câu hỏi: „Welche Gegenposition zu Vorurteil betrifft den Peer-Review-Prozess wird im Text nicht berücksichtigt?“. Phương án đúng (b): „Renommierte Autoren werden milder bewertet.“. Bằng chứng trong bài: „Renommierte Autoren und Forscher prestigeträchtiger Institutionen werden tendenziell milder bewertet, während Einreichungen unbekannter Autoren ode...“. Các phương án còn lại không khớp với thông tin trong bài.","rewritten","","stratified","","",""
"content/c1/reading/C1-T2-011.json","Q3","c1","multiple_choice","2","Was impliziert die Darstellung von gilt als Haupttreiber des Biodiversitätsverlusts für die Gesamtthese?","b","","Die Umwandlung natürlicher Lebensräume in landwirtschaftliche Nutzflächen gilt als Haupttreiber.","Die Textstelle „Die Umwandlung natürlicher Lebensräume in landwirtschaftliche Nutzflächen gilt als Haupttreiber.“ belegt die richtige Antwort (b)."," Câu hỏi: „Was impliziert die Darstellung von gilt als Haupttreiber des Biodiversitätsverlusts für die Gesamtthese?“. Phương án đúng (b): „Umwandlung natürlicher Lebensräume in landwirtschaftliche Flächen.“. Bằng chứng trong bài: „Die Umwandlung natürlicher Lebensräume in landwirtschaftliche Nutzflächen gilt als Haupttreiber.“. Các phương án còn lại không khớp với thông tin trong bài.","rewritten","","stratified","","",""
"content/c1/reading/C1-T4-004.json","Q5","c1","matching","4","Die grundlegende Prämisse, dass starre Vorschriften verhindern sinnvolle Sanierungen, liegt der Position zugrunde:","A","","Text/Beitrag A","Die Textstelle „Text/Beitrag A“ belegt die richtige Antwort (A).","Tình huống này khớp với mục A. Bằng chứng trong bài: „Text/Beitrag A“. Yêu cầu trong tình huống được đáp ứng đúng ở mục này.","rewritten","","stratified","","",""
"content/c1/reading/C1-T4-006.json","Q4","c1","matching","4","Die These, dass wissenschaft muss auf populären Social-Media-Plattformen präsent sein, wird durch folgende Argumentation gestützt:","D","","Text/Beitrag D","Die Textstelle „Text/Beitrag D“ belegt die richtige Antwort (D).","Tình huống này khớp với mục D. Bằng chứng trong bài: „Text/Beitrag D“. Yêu cầu trong tình huống được đáp ứng đúng ở mục này.","rewritten","","stratified","","",""
"content/c1/reading/C1-T4-007.json","Q7","c1","matching","4","Die grundlegende Prämisse, dass bürgerjournalismus zeigt, dass Qualität auch außerhalb großer Verlage möglich ist, liegt der Position zugrunde:","D","","Text/Beitrag D","Die Textstelle „Text/Beitrag D“ belegt die richtige Antwort (D).","Tình huống này khớp với mục D. Bằng chứng trong bài: „Text/Beitrag D“. Yêu cầu trong tình huống được đáp ứng đúng ở mục này.","rewritten","","stratified","","",""
"content/c2/reading/C2-T1-002.json","Q3","c2","multiple_choice","1","Bewerten Sie die argumentative Konsistenz der Darstellung von im Zauberberg zugleich inszeniert und unterlaufen.","b","","Hans Castorps siebenjähriger Aufenthalt im Sanatorium wird zum ironischen Bildungsroman, in dem die klassische Idee der Persönlichkeitsentwicklung ...","Die Textstelle „Hans Castorps siebenjähriger Aufenthalt im Sanatorium wird zum ironischen Bildungsroman, in dem die klassische Idee der Persönlichkeitsentwicklung ...“ belegt die richtige Antwort (b)."," Câu hỏi: „Bewerten Sie die argumentative Konsistenz der Darstellung von im Zauberberg zugleich inszeniert und unterlaufen.“. Phương án đúng (b): „Die Idee der Persönlichkeitsentwicklung.“. Bằng chứng trong bài: „Hans Castorps siebenjähriger Aufenthalt im Sanatorium wird zum ironischen Bildungsroman, in dem die klassische Idee der Persönlichkeitsentwicklung ...“. Các phương án còn lại không khớp với thông tin trong bài.","rewritten","","stratified","","",""
"content/c2/reading/C2-T1-003.json","Q4","c2","multiple_choice","1","Welche methodologische Implikation hat die Analyse von postuliert die Viele-Welten-Theorie?","b","","Alternative Interpretationen wie die Viele-Welten-Theorie von Hugh Everett postulieren, dass jede quantenmechanische Messung das Universum in paral...","Die Textstelle „Alternative Interpretationen wie die Viele-Welten-Theorie von Hugh Everett postulieren, dass jede quantenmechanische Messung das Universum in paral...“ belegt die richtige Antwort (b)."," Câu hỏi: „Welche methodologische Implikation hat die Analyse von postuliert die Viele-Welten-Theorie?“. Phương án đúng (b): „Messungen spalten das Universum in parallele Zweige.“. Bằng chứng trong bài: „Alternative Interpretationen wie die Viele-Welten-Theorie von Hugh Everett postulieren, dass jede quantenmechanische Messung das Universum in paral...“. Các phương án còn lại không khớp với thông tin trong bài.","rewritten","","stratified","","",""
"content/c2/reading/C2-T1-003.json","Q5","c2","multiple_choice","1","Welche fundamentale Prämisse der Argumentation zu beschreibt der Formalismus laut Kopenhagener Deutung bleibt unausgesprochen?","b","","Der quantenmechanische Formalismus beschreibe nicht die Realität, wie sie an sich sei, sondern lediglich unsere Möglichkeit, Vorhersagen über Messe...","Die Textstelle „Der quantenmechanische Formalismus beschreibe nicht die Realität, wie sie an sich sei, sondern lediglich unsere Möglichkeit, Vorhersagen über Messe...“ belegt die richtige Antwort (b)."," Câu hỏi: „Welche fundamentale Prämisse der Argumentation zu beschreibt der Formalismus laut Kopenhagener Deutung bleibt unausgespr…“. Phương án đúng (b): „Unsere Möglichkeit, Messergebnisse vorherzusagen.“. Bằng chứng trong bài: „Der quantenmechanische Formalismus beschreibe nicht die Realität, wie sie an sich sei, sondern lediglich unsere Möglichkeit, Vorhersagen über Messe...“. Các phương án còn lại không khớp với thông tin trong bài.","rewritten","","stratified","","",""
"content/c2/reading/C2-T1-004.json","Q7","c2","multiple_choice","1","Inwiefern widersprechen sich die Ausführungen zu erweist sich in einer globalisierten Welt als Illusion mit der Gesamtthese?","b","","In einer globalisierten Welt, in der unterschiedliche Diskursgemeinschaften aufeinandertreffen, erweist sich die Annahme einer universell geteilten...","Die Textstelle „In einer globalisierten Welt, in der unterschiedliche Diskursgemeinschaften aufeinandertreffen, erweist sich die Annahme einer universell geteilten...“ belegt die richtige Antwort (b)."," Câu hỏi: „Inwiefern widersprechen sich die Ausführungen zu erweist sich in einer globalisierten Welt als Illusion mit der Gesamtth…“. Phương án đúng (b): „Die Annahme einer universell geteilten Sprache.“. Bằng chứng trong bài: „In einer globalisierten Welt, in der unterschiedliche Diskursgemeinschaften aufeinandertreffen, erweist sich die Annahme einer universell geteilten...“. Các phương án còn lại không khớp với thông tin trong bài.","rewritten","","stratified","","",""
"content/c2/reading/C2-T1-006.json","Q6","c2","multiple_choice","1","Wonach sucht die gegenwärtige Forschung?","b","","Die gegenwärtige Forschung navigiert zwischen diesen Polen und sucht nach einer Position, die weder in einen naiven Objektivismus noch in einen des...","Die Textstelle „Die gegenwärtige Forschung navigiert zwischen diesen Polen und sucht nach einer Position, die weder in einen naiven Objektivismus noch in einen des...“ belegt die richtige Antwort (b)."," Câu hỏi: „Wonach sucht die gegenwärtige Forschung?“. Phương án đúng (b): „Nach einer Position zwischen naivem Objektivismus und destruktivem Relativismus.“. Bằng chứng trong bài: „Die gegenwärtige Forschung navigiert zwischen diesen Polen und sucht nach einer Position, die weder in einen naiven Objektivismus noch in einen des...“. Các phương án còn lại không khớp với thông tin trong bài.","rewritten","","stratified","","",""
"content/c2/reading/C2-T1-007.json","Q4","c2","multiple_choice","1","Was lässt sich aus der kritischen Betrachtung von Worin liegt die Gefahr des erkenntnistheoretischen für die Gesamtthese ableiten?","b","","Gleichzeitig birgt der erkenntnistheoretische Relativismus die Gefahr, jede Aussage als gleichermaßen gültig zu betrachten und damit die Kriterien ...","Die Textstelle „Gleichzeitig birgt der erkenntnistheoretische Relativismus die Gefahr, jede Aussage als gleichermaßen gültig zu betrachten und damit die Kriterien ...“ belegt die richtige Antwort (b)."," Câu hỏi: „Was lässt sich aus der kritischen Betrachtung von Worin liegt die Gefahr des erkenntnistheoretischen für die Gesamtthese…“. Phương án đúng (b): „Darin, jede Aussage als gleich gültig zu betrachten.“. Bằng chứng trong bài: „Gleichzeitig birgt der erkenntnistheoretische Relativismus die Gefahr, jede Aussage als gleichermaßen gültig zu betrachten und damit die Kriterien ...“. Các phương án còn lại không khớp với thông tin trong bài.","rewritten","","stratified","","",""
"content/c2/reading/C2-T1-009.json","Q10","c2","multiple_choice","1","Wie weit reicht die Relevanz der Diskussion?","b","","Abschließend sei betont, dass die Relevanz dieser Diskussion weit über den akademischen Rahmen hinausreicht.","Die Textstelle „Abschließend sei betont, dass die Relevanz dieser Diskussion weit über den akademischen Rahmen hinausreicht.“ belegt die richtige Antwort (b)."," Câu hỏi: „Wie weit reicht die Relevanz der Diskussion?“. Phương án đúng (b): „Weit über den akademischen Rahmen hinaus.“. Bằng chứng trong bài: „Abschließend sei betont, dass die Relevanz dieser Diskussion weit über den akademischen Rahmen hinausreicht.“. Các phương án còn lại không khớp với thông tin trong bài.","rewritten","","stratified","","",""
"content/c2/reading/C2-T1-012.json","Q4","c2","multiple_choice","1","Worin liegt die Gefahr des erkenntnistheoretischen Relativismus?","b","","Gleichzeitig birgt der erkenntnistheoretische Relativismus die Gefahr, jede Aussage als gleichermaßen gültig zu betrachten und damit die Kriterien ...","Die Textstelle „Gleichzeitig birgt der erkenntnistheoretische Relativismus die Gefahr, jede Aussage als gleichermaßen gültig zu betrachten und damit die Kriterien ...“ belegt die richtige Antwort (b)."," Câu hỏi: „Worin liegt die Gefahr des erkenntnistheoretischen Relativismus?“. Phương án đúng (b): „Darin, jede Aussage als gleich gültig zu betrachten.“. Bằng chứng trong bài: „Gleichzeitig birgt der erkenntnistheoretische Relativismus die Gefahr, jede Aussage als gleichermaßen gültig zu betrachten und damit die Kriterien ...“. Các phương án còn lại không khớp với thông tin trong bài.","rewritten","","stratified","","",""
"content/c2/reading/C2-T3-002.json","Q3","c2","multiple_choice","3","Inwiefern widersprechen sich die Ausführungen zu können transdisziplinäre Forschungsansätze leisten mit der Gesamtthese?","b","","Transdisziplinäre Forschungsansätze versuchen, diese fragmentierte Wissenslandschaft durch die Entwicklung integrativer Rahmenkonzepte zu überwinden.","Die Textstelle „Transdisziplinäre Forschungsansätze versuchen, diese fragmentierte Wissenslandschaft durch die Entwicklung integrativer Rahmenkonzepte zu überwinden.“ belegt die richtige Antwort (b)."," Câu hỏi: „Inwiefern widersprechen sich die Ausführungen zu können transdisziplinäre Forschungsansätze leisten mit der Gesamtthese?“. Phương án đúng (b): „Die fragmentierte Wissenslandschaft durch integrative Rahmenkonzepte überwinden.“. Bằng chứng trong bài: „Transdisziplinäre Forschungsansätze versuchen, diese fragmentierte Wissenslandschaft durch die Entwicklung integrativer Rahmenkonzepte zu überwinden.“. Các phương án còn lại không khớp với thông tin trong bài.","rewritten","","stratified","","",""
"content/c2/reading/C2-T3-004.json","Q2","c2","multiple_choice","3","Inwiefern unterstützt die Darstellung von erschwert die interdisziplinäre Integration die Gesamtargumentation?","b","","Die zunehmende Spezialisierung wissenschaftlicher Disziplinen hat zwar zu erheblichen Erkenntnisfortschritten in Teilbereichen geführt, erschwert j...","Die Textstelle „Die zunehmende Spezialisierung wissenschaftlicher Disziplinen hat zwar zu erheblichen Erkenntnisfortschritten in Teilbereichen geführt, erschwert j...“ belegt die richtige Antwort (b)."," Câu hỏi: „Inwiefern unterstützt die Darstellung von erschwert die interdisziplinäre Integration die Gesamtargumentation?“. Phương án đúng (b): „Die zunehmende Spezialisierung wissenschaftlicher Disziplinen.“. Bằng chứng trong bài: „Die zunehmende Spezialisierung wissenschaftlicher Disziplinen hat zwar zu erheblichen Erkenntnisfortschritten in Teilbereichen geführt, erschwert j...“. Các phương án còn lại không khớp với thông tin trong bài.","rewritten","","stratified","","",""
"content/c2/reading/C2-T3-005.json","Q2","c2","multiple_choice","3","Bewerten Sie die argumentative Konsistenz der Darstellung von erschwert die interdisziplinäre Integration.","b","","Die zunehmende Spezialisierung wissenschaftlicher Disziplinen hat zwar zu erheblichen Erkenntnisfortschritten in Teilbereichen geführt, erschwert j...","Die Textstelle „Die zunehmende Spezialisierung wissenschaftlicher Disziplinen hat zwar zu erheblichen Erkenntnisfortschritten in Teilbereichen geführt, erschwert j...“ belegt die richtige Antwort (b)."," Câu hỏi: „Bewerten Sie die argumentative Konsistenz der Darstellung von erschwert die interdisziplinäre Integration.“. Phương án đúng (b): „Die zunehmende Spezialisierung wissenschaftlicher Disziplinen.“. Bằng chứng trong bài: „Die zunehmende Spezialisierung wissenschaftlicher Disziplinen hat zwar zu erheblichen Erkenntnisfortschritten in Teilbereichen geführt, erschwert j...“. Các phương án còn lại không khớp với thông tin trong bài.","rewritten","","stratified","","",""
"content/c2/reading/C2-T3-006.json","Q3","c2","multiple_choice","3","Welcher epistemologische Einwand lässt sich gegen die Analyse von können transdisziplinäre Forschungsansätze leisten erheben?","b","","Transdisziplinäre Forschungsansätze versuchen, diese fragmentierte Wissenslandschaft durch die Entwicklung integrativer Rahmenkonzepte zu überwinden.","Die Textstelle „Transdisziplinäre Forschungsansätze versuchen, diese fragmentierte Wissenslandschaft durch die Entwicklung integrativer Rahmenkonzepte zu überwinden.“ belegt die richtige Antwort (b)."," Câu hỏi: „Welcher epistemologische Einwand lässt sich gegen die Analyse von können transdisziplinäre Forschungsansätze leisten erh…“. Phương án đúng (b): „Die fragmentierte Wissenslandschaft durch integrative Rahmenkonzepte überwinden.“. Bằng chứng trong bài: „Transdisziplinäre Forschungsansätze versuchen, diese fragmentierte Wissenslandschaft durch die Entwicklung integrativer Rahmenkonzepte zu überwinden.“. Các phương án còn lại không khớp với thông tin trong bài.","rewritten","","stratified","","",""
"content/c2/reading/C2-T3-007.json","Q6","c2","multiple_choice","3","Welche fundamentale Prämisse der Argumentation zu erweisen sich die spezifischen Fachherausforderungen bei näherer Betrachtung bleibt unausgesprochen?","b","","Die spezifischen Herausforderungen des Fachgebiets erweisen sich bei näherer Betrachtung als Ausdruck allgemeiner erkenntnistheoretischer Problemla...","Die Textstelle „Die spezifischen Herausforderungen des Fachgebiets erweisen sich bei näherer Betrachtung als Ausdruck allgemeiner erkenntnistheoretischer Problemla...“ belegt die richtige Antwort (b)."," Câu hỏi: „Welche fundamentale Prämisse der Argumentation zu erweisen sich die spezifischen Fachherausforderungen bei näherer Betra…“. Phương án đúng (b): „Als Ausdruck allgemeiner erkenntnistheoretischer Problemlagen.“. Bằng chứng trong bài: „Die spezifischen Herausforderungen des Fachgebiets erweisen sich bei näherer Betrachtung als Ausdruck allgemeiner erkenntnistheoretischer Problemla...“. Các phương án còn lại không khớp với thông tin trong bài.","rewritten","","stratified","","",""
"content/c2/reading/C2-T3-009.json","Q1","c2","multiple_choice","3","Welche epistemologische Position vertritt der Autor bezüglich epistemologischen Kritik sieht sich die positivistische Tradition ausgesetzt?","b","","Die positivistische Tradition, die auf der strikten Trennung von Tatsachenaussagen und Werturteilen beharrt, sieht sich zunehmender Kritik ausgesetzt.","Die Textstelle „Die positivistische Tradition, die auf der strikten Trennung von Tatsachenaussagen und Werturteilen beharrt, sieht sich zunehmender Kritik ausgesetzt.“ belegt die richtige Antwort (b)."," Câu hỏi: „Welche epistemologische Position vertritt der Autor bezüglich epistemologischen Kritik sieht sich die positivistische Tr…“. Phương án đúng (b): „Sie verkenne die Untrennbarkeit von Beobachtung und Interpretation.“. Bằng chứng trong bài: „Die positivistische Tradition, die auf der strikten Trennung von Tatsachenaussagen und Werturteilen beharrt, sieht sich zunehmender Kritik ausgesetzt.“. Các phương án còn lại không khớp với thông tin trong bài.","rewritten","","stratified","","",""
"content/c2/reading/C2-T3-011.json","Q2","c2","multiple_choice","3","Welche methodologische Implikation hat die Analyse von erschwert die interdisziplinäre Integration?","b","","Die zunehmende Spezialisierung wissenschaftlicher Disziplinen hat zwar zu erheblichen Erkenntnisfortschritten in Teilbereichen geführt, erschwert j...","Die Textstelle „Die zunehmende Spezialisierung wissenschaftlicher Disziplinen hat zwar zu erheblichen Erkenntnisfortschritten in Teilbereichen geführt, erschwert j...“ belegt die richtige Antwort (b)."," Câu hỏi: „Welche methodologische Implikation hat die Analyse von erschwert die interdisziplinäre Integration?“. Phương án đúng (b): „Die zunehmende Spezialisierung wissenschaftlicher Disziplinen.“. Bằng chứng trong bài: „Die zunehmende Spezialisierung wissenschaftlicher Disziplinen hat zwar zu erheblichen Erkenntnisfortschritten in Teilbereichen geführt, erschwert j...“. Các phương án còn lại không khớp với thông tin trong bài.","rewritten","","stratified","","",""
"content/c2/reading/C2-T4-001.json","Q1","c2","matching","4","Algorithmen können die Konsistenz richterlicher Urteile verbessern.","A","","Text/Beitrag A","Die Textstelle „Text/Beitrag A“ belegt die richtige Antwort (A).","Tình huống này khớp với mục A. Bằng chứng trong bài: „Text/Beitrag A“. Yêu cầu trong tình huống được đáp ứng đúng ở mục này.","rewritten","de_len_anomaly|vi_len_anomaly","flagged","","",""
"content/c2/reading/C2-T4-001.json","Q2","c2","matching","4","Die epistemologische Überzeugung, dass prädiktive Algorithmen übertreffen menschliche Experten bei Vorhersagen, manifestiert sich in der Argumentation von:","B","","Text/Beitrag B","Die Textstelle „Text/Beitrag B“ belegt die richtige Antwort (B).","Tình huống này khớp với mục B. Bằng chứng trong bài: „Text/Beitrag B“. Yêu cầu trong tình huống được đáp ứng đúng ở mục này.","rewritten","de_len_anomaly|vi_len_anomaly","flagged","","",""
"content/c2/reading/C2-T4-001.json","Q3","c2","matching","4","Die methodologische Annahme, dass richterliche Unabhängigkeit darf nicht durch Algorithmen ersetzt werden, prägt die Analyse von:","C","","Text/Beitrag C","Die Textstelle „Text/Beitrag C“ belegt die richtige Antwort (C).","Tình huống này khớp với mục C. Bằng chứng trong bài: „Text/Beitrag C“. Yêu cầu trong tình huống được đáp ứng đúng ở mục này.","rewritten","de_len_anomaly|vi_len_anomaly","flagged","","",""
"content/c2/reading/C2-T4-001.json","Q4","c2","matching","4","Die methodologische Annahme, dass kI reproduziert bestehende gesellschaftliche Vorurteile, prägt die Analyse von:","D","","Text/Beitrag D","Die Textstelle „Text/Beitrag D“ belegt die richtige Antwort (D).","Tình huống này khớp với mục D. Bằng chứng trong bài: „Text/Beitrag D“. Yêu cầu trong tình huống được đáp ứng đúng ở mục này.","rewritten","de_len_anomaly|vi_len_anomaly","flagged","","",""
"content/c2/reading/C2-T4-001.json","Q5","c2","matching","4","Die methodologische Annahme, dass Die vollständige Delegation an Maschinen ist mit dem Rechtsstaat unvereinbar, prägt die Analyse von:","A","","Text/Beitrag A","Die Textstelle „Text/Beitrag A“ belegt die richtige Antwort (A).","Tình huống này khớp với mục A. Bằng chứng trong bài: „Text/Beitrag A“. Yêu cầu trong tình huống được đáp ứng đúng ở mục này.","rewritten","de_len_anomaly|vi_len_anomaly","flagged","","",""
"content/c2/reading/C2-T4-001.json","Q6","c2","matching","4","Die epistemologische Überzeugung, dass jeder Fall ist einzigartig und erfordert menschliches Urteilsvermögen, manifestiert sich in der Argumentation von:","C","","Text/Beitrag C","Die Textstelle „Text/Beitrag C“ belegt die richtige Antwort (C).","Tình huống này khớp với mục C. Bằng chứng trong bài: „Text/Beitrag C“. Yêu cầu trong tình huống được đáp ứng đúng ở mục này.","rewritten","de_len_anomaly|vi_len_anomaly","flagged","","",""
"content/c2/reading/C2-T4-002.json","Q1","c2","matching","4","Die epistemologische Überzeugung, dass jeder Text ist politisch, ob bewusst oder unbewusst, manifestiert sich in der Argumentation von:","A","","Text/Beitrag A","Die Textstelle „Text/Beitrag A“ belegt die richtige Antwort (A).","Tình huống này khớp với mục A. Bằng chứng trong bài: „Text/Beitrag A“. Yêu cầu trong tình huống được đáp ứng đúng ở mục này.","rewritten","de_len_anomaly|vi_len_anomaly","flagged","","",""
"content/c2/reading/C2-T4-002.json","Q2","c2","matching","4","Die epistemologische Überzeugung, dass politische Instrumentalisierung verarmt das Ästhetische, manifestiert sich in der Argumentation von:","B","","Text/Beitrag B","Die Textstelle „Text/Beitrag B“ belegt die richtige Antwort (B).","Tình huống này khớp với mục B. Bằng chứng trong bài: „Text/Beitrag B“. Yêu cầu trong tình huống được đáp ứng đúng ở mục này.","rewritten","de_len_anomaly|vi_len_anomaly","flagged","","",""
"content/c2/reading/C2-T4-002.json","Q3","c2","matching","4","Die epistemologische Überzeugung, dass Die subversive Kraft der Literatur liegt in ihrer Mehrdeutigkeit, manifestiert sich in der Argumentation von:","C","","Text/Beitrag C","Die Textstelle „Text/Beitrag C“ belegt die richtige Antwort (C).","Tình huống này khớp với mục C. Bằng chứng trong bài: „Text/Beitrag C“. Yêu cầu trong tình huống được đáp ứng đúng ở mục này.","rewritten","de_len_anomaly|vi_len_anomaly","flagged","","",""
"content/c2/reading/C2-T4-002.json","Q4","c2","matching","4","Die methodologische Annahme, dass leser erwarten Stellungnahme zu drängenden Zeitfragen, prägt die Analyse von:","D","","Text/Beitrag D","Die Textstelle „Text/Beitrag D“ belegt die richtige Antwort (D).","Tình huống này khớp với mục D. Bằng chứng trong bài: „Text/Beitrag D“. Yêu cầu trong tình huống được đáp ứng đúng ở mục này.","rewritten","de_len_anomaly|vi_len_anomaly","flagged","","",""
"content/c2/reading/C2-T4-002.json","Q5","c2","matching","4","Große Literatur entzieht sich eindeutigen politischen Zuordnungen.","B","","Text/Beitrag B","Die Textstelle „Text/Beitrag B“ belegt die richtige Antwort (B).","Tình huống này khớp với mục B. Bằng chứng trong bài: „Text/Beitrag B“. Yêu cầu trong tình huống được đáp ứng đúng ở mục này.","rewritten","de_len_anomaly|vi_len_anomaly","flagged","","",""
